CBO2002,Scholarity,contract_hours,age,avg_salary,min_salary,gender,employment_time
214205,3,44,41,3392,6.22,1,35.9
214205,5,20,37,3148.47,5.77,1,37.9
214205,5,44,24,2713.56,4.97,1,72.9
214205,5,44,35,1759.67,3.22,1,19.1
214205,5,44,41,1924.12,3.52,1,1.9
214205,6,44,41,2454.57,4.5,1,2.9
214205,7,44,23,1479.67,2.71,1,14.9
214205,7,44,36,5828.97,10.69,1,0.3
214205,7,30,27,3270,6,1,5.9
214205,7,10,48,1090,2,1,7.9
214205,7,44,28,1475.77,2.7,1,32.5
214205,7,44,33,3300,6.05,1,9.9
214205,7,44,47,3270,6,1,7.9
214205,7,40,48,6500,11.92,1,6.7
214205,7,22,33,3500,6.42,1,6.5
214205,7,22,36,3270,6,1,0.8
214205,7,40,28,5071.52,9.31,1,36.9
214205,7,44,31,5997.73,11.01,1,131.9
214205,7,30,23,3593.91,6.6,1,35.9
214205,7,35,61,4043.63,7.42,1,70.8
214205,7,36,26,3328.55,6.11,1,28.9
214205,7,44,23,1200,2.2,1,6.9
214205,7,44,32,4725.66,8.68,1,92.6
214205,7,44,43,4710.99,8.66,1,140.9
214205,7,44,32,5165.54,9.47,1,92.6
214205,7,44,43,5033.58,9.23,1,140.9
214205,7,20,35,3299.72,6.05,1,10.9
214205,7,44,23,3731.44,6.85,1,17.9
214205,7,20,46,1259.08,2.3,1,10.5
214205,7,44,40,2185.14,4.01,1,74.9
214205,7,44,42,2875.93,5.32,1,15.5
214205,7,44,26,1916.1,3.51,1,31
214205,7,44,31,1990.49,3.65,1,10.2
214205,7,44,42,2376.08,4.4,1,15.5
214205,7,44,26,2990.11,5.48,1,31
214205,7,44,31,2031.21,3.72,1,10.2
214205,7,44,26,348.38,0.63,1,31
214205,7,44,42,1920.88,3.51,1,15.5
214205,7,44,24,2191.13,4.02,1,16.9
214205,7,44,31,1372.66,2.51,1,10.2
214205,7,44,42,2235.97,4.1,1,15.5
214205,7,44,37,4717,8.66,1,13.4
214205,7,44,30,4990.09,9.15,1,5.9
214205,7,20,50,3270,6,1,6.9
214205,8,40,22,753.38,1.37,1,5.8
214205,8,44,22,806.66,1.47,1,12.8
214205,8,44,24,1150,2.11,1,31.6
214205,8,44,25,2649.07,4.85,1,7.6
214205,8,44,28,1989.11,3.65,1,12.3
214205,8,44,24,3252.3,5.96,1,91.8
214205,8,44,23,3199.58,5.87,1,11.7
214205,8,44,25,4156.62,7.63,1,43.8
214205,8,44,25,2807.4,5.15,1,28.2
214205,8,40,24,1929.26,3.53,1,30.4
214205,8,40,24,3628.32,6.65,1,6.9
214205,8,30,32,3717.33,6.81,1,8.9
214205,8,44,26,5480.8,10.06,1,33.6
214205,8,30,23,3324.5,6.1,1,5.9
214205,8,44,27,1633.75,2.99,1,22.4
214205,8,44,24,2515.5,4.6,1,9.9
214205,8,44,26,1953.66,3.58,1,12.9
214205,8,44,24,2250.91,4.13,1,20.9
214205,9,20,54,3270,6,1,5.9
214205,9,44,25,822.49,1.5,1,7.9
214205,9,23,42,3364.75,6.18,1,71.6
214205,9,44,64,5730.73,10.52,1,87.9
214205,9,36,29,3884.98,7.13,1,14.1
214205,9,36,53,3358.95,6.16,1,1.9
214205,9,30,27,3733.05,6.84,1,5.8
214205,9,30,27,3481.47,6.38,1,5.8
214205,9,44,27,3441.11,6.32,1,68.9
214205,9,44,52,3310.97,6.08,1,11.9
214205,9,44,50,4630,8.5,1,20.9
214205,9,20,27,3451.66,6.33,1,2.9
214205,9,44,43,5622.39,10.33,1,32.9
214205,9,44,27,5480.22,10.04,1,9.9
214205,9,40,51,4632.5,8.5,1,0.9
214205,9,36,29,4326.72,7.94,1,65.8
214205,9,44,41,8933.76,16.41,1,20.9
214205,9,44,45,2028.4,3.71,1,5.9
214205,9,40,27,5032.16,9.24,1,22.9
214205,9,36,37,3358.32,6.17,1,54.9
214205,9,36,25,3308.92,6.07,1,2.9
214205,9,22,43,2861.24,5.24,1,7.2
214205,9,36,39,3324.5,6.1,1,7.9
214205,9,40,34,5443.76,9.99,1,29.3
214205,9,44,23,3717.58,6.81,1,5.5
214205,9,44,25,2539.68,4.65,1,2.6
214205,9,22,59,3060,5.61,1,16.9
214205,9,10,55,3225.61,5.92,1,34.9
214205,9,44,25,2479.72,4.55,1,20
214205,9,44,25,2690.22,4.93,1,20
214205,9,44,35,3334.78,6.12,1,26.1
214205,9,20,37,3352.51,6.15,1,52.9
214205,9,44,30,3729.09,6.84,1,10.9
214205,9,44,26,3217.5,5.91,1,12.9
214205,9,44,34,7101.1,13.02,1,4.9
214205,9,44,33,6656.72,12.23,1,33.9
214205,9,22,51,3304.36,6.07,1,17.8
214205,9,22,49,3225,5.92,1,10.5
214205,9,44,24,2015.1,3.68,1,8.5
214205,9,20,41,3200,5.87,1,16.9
214205,9,44,45,5030.76,9.23,1,2.4
214205,9,44,24,4971,9.13,1,11.1
214205,9,44,57,4832.33,8.86,1,8.9
214205,9,44,26,4500,8.25,1,4.9
214205,9,44,60,4920.33,9.03,1,81.9
214205,9,44,65,4857.63,8.91,1,10.9
214205,9,44,56,5460.33,10.02,1,81.9
214205,9,44,34,4962.83,9.11,1,48.4
214205,9,44,32,4857.63,8.91,1,10.9
214205,9,44,31,4108.06,7.53,1,9.9
214205,9,44,49,4743.38,8.71,1,46.6
214205,9,44,55,4681.92,8.59,1,3.6
214205,9,44,38,4791.8,8.8,1,41.3
214205,9,44,32,4760.6,8.74,1,26.5
214205,9,44,29,4925.62,9.04,1,44.5
214205,9,44,49,6365.33,11.67,1,41.9
214205,9,44,47,5151,9.46,1,63.6
214205,9,44,39,4681.92,8.59,1,5.6
214205,9,40,31,2249.85,4.12,1,29.9
214205,9,40,25,2405.85,4.41,1,29.9
214205,9,40,27,2249.85,4.12,1,28.5
214205,9,40,58,2408.46,4.41,1,4
214205,9,40,57,2249.85,4.12,1,30
214205,9,40,40,6776.3,12.43,1,0.3
214205,9,40,33,8361.43,15.36,1,38.8
214205,9,44,36,5757.35,10.57,1,22.2
214205,9,44,50,3396.65,6.23,1,27.9
214205,9,44,42,3355.83,6.16,1,75.3
214205,9,44,60,600.07,1.09,1,26.9
214205,9,40,48,1200,2.2,1,17.3
214205,9,44,46,1095.77,2.01,1,75.7
214205,9,44,40,5066.66,9.29,1,4.5
214205,9,20,62,3272.51,6,1,65.9
214205,9,20,44,3270,6,1,1.9
214205,9,10,39,545,1,1,5.9
214205,9,44,31,3219.09,5.91,1,15.8
214205,9,20,30,2786.53,5.11,1,7.6
214205,9,44,27,4481.27,8.21,1,4.9
214205,9,44,32,4488.96,8.23,1,4.9
214205,9,44,28,4490.47,8.23,1,0.5
214205,9,22,48,1313.04,2.4,1,70.9
214205,9,22,58,3297,6.05,1,21.8
214205,9,22,50,2700,4.95,1,8.9
214205,9,30,57,3300.27,6.05,1,5.5
214205,9,30,52,3270,6,1,3.1
214205,9,44,41,5053.48,9.28,1,27.9
214205,9,22,28,3889.16,7.14,1,35.7
214205,9,24,39,3339.7,6.13,1,37.9
214205,9,20,51,1887.2,3.46,1,71.6
214205,9,30,34,3847.67,7.05,1,0.9
214205,9,44,55,4905,9,1,9.9
214205,9,20,30,1263.41,2.31,1,1.9
214205,9,33,31,4551.15,8.35,1,50.9
214205,9,20,44,3364.9,6.18,1,22.9
214205,9,22,61,3364.92,6.18,1,21.9
214205,9,40,34,3693.88,6.77,1,62.7
214205,9,44,38,569.37,1.04,1,59.9
214205,9,30,33,3311.51,6.08,1,18.9
214205,9,20,46,1667.6,3.05,1,1.9
214205,9,44,34,641.66,1.17,1,53.7
214205,9,22,32,1090,2,1,6.9
214205,9,44,29,1500,2.75,1,11.5
214205,9,44,41,4425.74,8.12,1,44.4
214205,9,40,70,10922.55,20.06,1,317.6
214205,9,40,56,21501.54,39.5,1,368.7
214205,9,40,32,8496.92,15.6,1,76.9
214205,9,44,34,6565,12.05,1,15.5
214205,9,44,39,9032.48,16.59,1,11.9
214205,9,44,29,6752.07,12.39,1,28.3
214205,9,44,23,3779.5,6.93,1,4.4
214205,9,44,36,8000,14.67,1,1.4
214205,9,44,34,7962.5,14.62,1,19.9
214205,9,40,38,5186.57,9.52,1,38.9
214205,9,20,26,3270,6,1,6.5
214205,9,30,31,3614.81,6.63,1,41.9
214205,9,20,47,3986.19,7.32,1,37.9
214205,9,44,38,5188.38,9.53,1,23.6
214205,9,36,48,3283.16,6.03,1,20.9
214205,9,30,25,3267.27,6,1,10.9
214205,9,20,28,2226.15,4.07,1,3.9
214205,9,22,27,1433.75,2.62,1,31.9
214205,9,44,39,13797.57,25.34,1,23.9
214205,9,22,51,3304.36,6.07,1,17.8
214205,9,44,33,3060,5.61,1,11.9
214205,9,44,32,4595.12,8.43,1,40.9
214205,9,44,34,4595.12,8.43,1,19.9
214205,9,44,25,2040,3.73,1,4.9
214205,9,22,45,3328.36,6.11,1,51.9
214205,9,44,48,4936.23,9.06,1,26.9
214205,9,44,42,3558.43,6.53,1,43.3
214205,9,44,47,4971.93,9.13,1,18.9
214205,9,44,51,3260.19,5.98,1,33.9
214205,9,44,48,4948.98,9.09,1,31.8
214205,9,44,30,9633.26,17.67,1,7.9
214205,9,44,26,4930.17,9.05,1,32.9
214205,9,30,54,3290.18,6.03,1,5.8
214205,9,20,47,3325.83,6.11,1,43.9
214205,9,22,55,1643.01,3.01,1,13.9
214205,9,44,36,5544.26,10.16,1,8.9
214205,9,44,31,4219.44,7.74,1,32.9
214205,9,30,33,3265,6,1,16.9
214205,9,36,31,3163.02,5.8,1,23.6
214205,9,22,45,3328.36,6.11,1,31.8
214205,9,20,34,3328.36,6.11,1,31.4
214205,9,44,29,4997.51,9.16,1,7.4
214205,9,44,27,3774.16,6.93,1,13.9
214205,9,44,25,4324.44,7.93,1,22.9
214205,9,36,24,1801.32,3.3,1,6.9
214205,9,36,24,1342.38,2.45,1,16.8
214205,9,36,25,4007.28,7.35,1,16.9
214205,9,36,24,355.23,0.65,1,16.8
214205,9,36,24,2131.39,3.91,1,16.8
214205,9,36,24,1243.31,2.28,1,16.8
214205,9,36,24,218,0.4,1,6.9
214205,9,36,25,2926.5,5.41,1,16.9
214205,9,36,24,2127.27,3.9,1,16.8
214205,9,36,24,2136.91,3.91,1,6.9
214205,9,36,24,1149.6,2.12,1,16.8
214205,9,36,24,575.28,1.05,1,16.8
214205,9,36,24,819.15,1.5,1,16.8
214205,9,36,24,1952.56,3.57,1,16.8
214205,9,36,24,1160.24,2.12,1,16.8
214205,9,36,24,919.53,1.68,1,16.8
214205,9,36,25,168.15,0.3,1,16.9
214205,9,36,24,632.81,1.16,1,16.8
214205,9,36,25,4879.27,8.94,1,16.9
214205,9,44,30,5097.33,9.36,1,26.9
214205,9,36,24,401.32,0.73,1,6.9
214205,9,36,24,1114.38,2.04,1,6.9
214205,9,44,54,2411.77,4.42,1,44.9
214205,9,44,54,2482.5,4.55,1,44.9
214205,9,36,25,858.53,1.57,1,16.9
214205,9,36,24,1163.88,2.13,1,16.8
214205,9,36,24,1658.53,3.03,1,6.9
214205,9,36,24,2140.36,3.92,1,6.9
214205,9,44,24,4953.33,9.09,1,15.5
214205,9,30,33,3132.93,5.75,1,29.9
214205,9,40,42,6788.31,12.45,1,1.9
214205,9,3,56,3836.19,7.04,1,10.6
214205,9,30,40,3100,5.69,1,14.8
214205,9,44,43,4405.81,8.09,1,17.9
214205,9,40,29,5576.38,10.23,1,7.9
214205,9,40,38,5402.18,9.92,1,29.5
214205,9,44,25,2024.8,3.7,1,4.5
214205,9,44,36,8142.01,14.93,1,8.9
214205,9,44,25,6359.3,11.68,1,11.9
214205,9,44,33,5685,10.43,1,6.9
214205,9,44,36,8052.84,14.79,1,11.9
214205,9,24,42,3202.27,5.88,1,30.9
214205,9,44,43,1632.5,3,1,38.9
214205,9,7,48,1134.78,2.08,1,5.7
214205,9,44,27,5701.87,10.47,1,23.6
214205,9,40,32,4582.03,8.41,1,14.8
214205,9,44,26,4596.49,8.44,1,19.7
214205,9,40,25,3465.06,6.35,1,9.5
214205,9,20,30,587.23,1.07,1,10.7
214205,9,20,30,575.19,1.05,1,10.7
214205,9,20,30,490.5,0.9,1,10.7
214205,9,20,30,341.71,0.62,1,10.7
214205,9,20,30,344.19,0.62,1,10.7
214205,9,20,30,218,0.4,1,10.7
214205,9,20,30,3267.27,6,1,10.7
214205,9,20,30,210.92,0.38,1,10.7
214205,9,44,26,1500,2.75,1,5.9
214205,9,22,56,2945,5.4,1,34.6
214205,9,41,28,5282.84,9.7,1,11.6
214205,9,44,30,4835.68,8.86,1,14.9
214205,9,41,26,3440.67,6.31,1,12.4
214205,9,41,24,4781.74,8.78,1,21.7
214205,9,44,28,5777.77,10.61,1,17.8
214205,9,44,25,4949.34,9.09,1,13.9
214205,9,44,33,5180.73,9.5,1,6.8
214205,9,10,24,3380.83,6.19,1,17.6
214205,9,22,49,3270,6,1,0.9
214205,9,10,24,2034.24,3.75,1,17.6
214205,9,10,24,3294,6.04,1,17.6
214205,9,10,24,2966,5.44,1,17.6
214205,9,30,33,3379,6.2,1,3.7
214205,9,44,25,4999.99,9.17,1,7.6
214205,9,44,33,7000,12.84,1,4.7
214205,9,44,29,7300,13.39,1,4.9
214205,9,44,36,4735.44,8.68,1,4.2
214205,9,44,54,2180,4,1,2.9
214205,9,36,29,3707.6,6.8,1,15.9
214205,9,44,35,3608.27,6.62,1,0.9
214205,9,33,27,3299.26,6.05,1,15.3
214205,9,40,35,3117.2,5.72,1,24
214205,9,40,32,3914.8,7.18,1,18.7
214205,9,40,41,3203.23,5.88,1,22.9
214205,9,40,32,3610.98,6.63,1,88.9
214205,9,44,57,3300,6.06,1,13.9
214205,9,44,39,1012.02,1.85,1,1
214205,9,44,42,4372,8.02,1,11.9
214205,9,36,34,3267.27,6,1,10.9
214205,9,8,33,6943.33,12.75,1,110.9
214205,9,44,39,4590,8.42,1,9.9
214205,9,36,23,3270,6,1,8.8
214205,9,40,49,4905,9,1,4.9
214205,9,28,32,3385.75,6.21,1,20.8
214205,9,8,33,4877.5,8.95,1,13.9
214205,9,8,34,6171.19,11.32,1,9.3
214205,9,8,28,5360,9.83,1,6.9
214205,9,44,29,5444.28,10,1,21.9
214205,9,44,47,3309.96,6.07,1,18.9
214205,9,44,40,1639.16,3,1,25.9
214205,9,20,34,3410.7,6.25,1,9.2
214205,9,44,39,10437.27,19.16,1,10.4
214205,9,36,32,3580.15,6.57,1,26.9
214205,9,44,34,4915.45,9.03,1,15.5
214205,9,44,41,4892.75,8.99,1,23.8
214205,9,44,24,4882.98,8.96,1,15.5
214205,9,40,30,4452.27,8.16,1,21.6
214205,9,40,35,5125.17,9.39,1,21.6
214205,9,44,41,3265,6,1,11.8
214205,9,44,23,1500,2.75,1,4.9
214205,9,40,49,4014.45,7.36,1,3.9
214205,9,20,32,3270,6,1,3.3
214205,9,22,53,6000,11.01,1,18.9
214205,9,10,27,1498.69,2.74,1,9.9
214205,9,22,30,803.56,1.47,1,18.6
214205,9,44,32,7000,12.84,1,3.9
214205,9,44,53,19560,35.88,1,4.9
214205,9,44,25,4847.64,8.89,1,18.9
214205,9,44,29,5714,10.49,1,19.2
214205,9,44,33,5832.11,10.71,1,19.6
214205,9,44,23,4042.98,7.41,1,8.6
214205,9,36,44,3320.96,6.08,1,5.9
214205,9,44,33,3285.54,6.02,1,7.4
214205,9,44,25,3816.16,7.01,1,16.4
214205,9,20,30,2031.8,3.72,1,1.9
214205,9,44,31,4077.73,7.47,1,7.7
214205,9,44,23,3044.67,5.58,1,8.9
214205,9,44,26,5285.15,9.7,1,10.9
214205,9,30,27,3344.32,6.13,1,4.9
214205,9,20,34,3742.66,6.86,1,8.9
214205,9,44,23,3323.84,6.1,1,11.9
214205,9,22,23,1146.47,2.1,1,2.2
214205,9,40,32,4856.66,8.9,1,5.3
214205,9,44,44,4234.25,7.77,1,11.4
214205,9,36,37,3586.33,6.58,1,13.9
214205,9,44,23,3130.49,5.73,1,9
214205,9,20,54,3240,5.94,1,10.9
214205,9,44,20,705,1.29,1,10.9
214205,9,20,35,3508.55,6.44,1,11.9
214205,9,25,28,1000,1.83,1,3.9
214205,9,22,49,3395.41,6.23,1,9.9
214205,9,22,40,2943,5.4,1,4.9
214205,9,30,48,3301.14,6.05,1,4.6
214205,9,44,54,5003.1,9.18,1,4.7
214205,9,30,48,3308.92,6.07,1,2.9
214205,9,30,39,8000,14.67,1,2.9
214205,9,20,31,3270,6,1,4.4
214205,9,20,29,3308.47,6.06,1,4.4
214205,9,20,31,3280.9,6.02,1,4.4
214205,9,20,29,3534.66,6.48,1,4.4
214205,9,20,29,3270,6,1,4.4
214205,9,44,29,4406.7,8.09,1,21.9
214205,9,44,33,10936.54,20.09,1,37.5
214205,9,44,26,6452.78,11.83,1,3.9
214205,9,44,30,5795.66,10.64,1,63.8
214205,9,44,30,5795.66,10.64,1,26.3
214205,9,44,34,11777.92,21.63,1,86.5
214205,9,40,29,3865.27,7.09,1,39.9
214205,9,40,30,7012.63,12.88,1,14.8
214205,9,40,33,5055.03,9.28,1,14.9
214205,9,40,44,5275.14,9.68,1,15.9
214205,9,40,30,7711.96,14.16,1,20.9
214205,9,40,53,11296.04,20.75,1,307.8
214205,9,40,26,5017.26,9.21,1,23.8
214205,9,44,53,10079.07,18.51,1,33.6
214205,9,44,38,6628.25,12.17,1,103.7
214205,9,40,61,11392.69,20.93,1,433.8
214205,9,40,56,12150.23,22.32,1,378.4
214205,9,40,52,11142.98,20.47,1,319.2
214205,9,44,67,3606.91,6.62,1,15.9
214205,9,44,65,20453.21,37.57,1,28.8
214205,9,44,69,21427,39.36,1,18.9
214205,9,44,54,17780.56,32.66,1,32.7
214205,9,44,55,22032.67,40.47,1,40.9
214205,9,44,52,13323.43,24.47,1,23.7
214205,9,44,50,11834.86,21.74,1,38.9
214205,9,44,48,15871.09,29.15,1,27.5
214205,9,44,48,16042.1,29.47,1,51.6
214205,9,40,38,11031.86,20.26,1,29.7
214205,9,40,32,7251.35,13.31,1,50.6
214205,9,40,38,11401.05,20.94,1,46.4
214205,9,44,31,7124.33,13.08,1,19.5
214205,9,44,44,5820.72,10.67,1,9.6
214205,9,44,32,7628.12,14.01,1,34.9
214205,9,44,27,7094.88,13.01,1,9.5
214205,9,44,35,14538.21,26.7,1,21.9
214205,9,44,26,6188.05,11.35,1,2.5
214205,9,40,32,20824.08,38.26,1,28.8
214205,9,40,24,3511.22,6.43,1,8.8
214205,9,44,30,7551.94,13.86,1,28.9
214205,9,44,33,10348.8,19.01,1,13.9
214205,9,44,32,5772.8,10.6,1,16.4
214205,9,44,32,8743.16,16.06,1,63.8
214205,9,44,30,7243.19,13.3,1,34.9
214205,9,44,29,6719.69,12.34,1,16.4
214205,9,40,29,7271.72,13.35,1,80.8
214205,9,44,28,8726.22,16.02,1,41.9
214205,9,44,25,6128.43,11.24,1,6.9
214205,9,40,29,5308.35,9.76,1,74.4
214205,9,44,26,6606.09,12.13,1,16.4
214205,9,40,32,7323.85,13.45,1,36.9
214205,9,40,36,5461.72,10.03,1,52.5
214205,9,40,26,5135.06,9.43,1,27.9
214205,9,44,29,5338.58,9.8,1,22.4
214205,9,44,24,6226.37,11.43,1,16.4
214205,9,44,37,9046.38,16.59,1,3.6
214205,9,44,49,4892.5,8.97,1,4.2
214205,9,44,29,5109.16,9.38,1,33.2
214205,9,40,41,10872.84,19.98,1,132.9
214205,9,44,31,6898.76,12.67,1,47.9
214205,9,44,40,8377.05,15.38,1,100.8
214205,9,44,33,3583.57,6.58,1,56.9
214205,9,44,50,6101.04,11.21,1,52.5
214205,9,44,26,4021.49,7.37,1,6.5
214205,9,44,33,7790.83,14.3,1,80.8
214205,9,44,41,5175.43,9.5,1,16.1
214205,9,44,47,7207.6,13.23,1,109.3
214205,9,40,47,8385.55,15.39,1,24.9
214205,9,44,55,9903.64,18.19,1,11.9
214205,9,44,33,3463.13,6.35,1,117.4
214205,9,44,54,17121.17,31.45,1,35.9
214205,9,44,26,4511.37,8.27,1,2.9
214205,9,44,33,3463.13,6.35,1,117.4
214205,9,44,64,5887.64,10.81,1,94.9
214205,9,20,44,3355.83,6.16,1,178.9
214205,9,44,34,1215.75,2.22,1,101.9
214205,9,40,53,5199.99,9.54,1,0.8
214205,9,36,31,3816.83,7,1,30.9
214205,9,36,29,3890.35,7.13,1,9.4
214205,9,44,32,4525.64,8.31,1,22.7
214205,9,44,55,3409.84,6.26,1,58.9
214205,9,44,29,4382.78,8.05,1,47.9
214205,9,36,26,3242.45,5.95,1,10.9
214205,9,44,34,1435.36,2.63,1,16.9
214205,9,44,30,1432.07,2.62,1,90.9
214205,9,44,27,3379,6.2,1,9.9
214205,9,44,28,6557.9,12.04,1,14.9
214205,9,44,57,5760.72,10.57,1,4.9
214205,9,44,29,2294.42,4.2,1,3.1
214205,9,44,23,2713.14,4.97,1,6.3
214205,9,44,34,7753.6,14.24,1,52.9
214205,9,44,41,2723.04,5,1,34.9
214205,9,44,32,5222.96,9.59,1,16.9
214205,9,8,40,6732.05,12.36,1,22.9
214205,9,44,24,2713.14,4.97,1,6.2
214205,9,44,29,1971.75,3.62,1,116.9
214205,9,44,37,6483.55,11.91,1,15.3
214205,9,44,39,4270.65,7.84,1,202.2
214205,9,44,33,6562.71,12.05,1,16.9
214205,9,44,28,3719.16,6.83,1,20.1
214205,9,44,37,8000.2,14.67,1,9.9
214205,9,44,30,5002.22,9.18,1,17.9
214205,9,25,39,3924.22,7.2,1,17.9
214205,9,44,43,5061.66,9.3,1,17.9
214205,9,44,29,4936.25,9.07,1,13
214205,9,44,43,5313.75,9.75,1,3.9
214205,9,44,52,10140,18.6,1,3.9
214205,9,44,51,8302.61,15.26,1,246.9
214205,9,20,26,1656.24,3.04,1,22.9
214205,9,40,51,4216.34,7.72,1,3.5
214205,9,40,26,3534.02,6.48,1,26.3
214205,9,30,31,3293.91,6.05,1,20.9
214205,9,44,33,7414.23,13.62,1,26.1
214205,9,36,47,3104.3,5.69,1,174.9
214205,9,44,34,7775,14.28,1,32.5
214205,9,44,42,7933.12,14.57,1,23.8
214205,9,44,26,4273.81,7.84,1,34.9
214205,9,44,25,4059.46,7.45,1,21.8
214205,9,22,30,4254.65,7.81,1,68.8
214205,9,36,37,4411.47,8.1,1,84.9
214205,9,44,62,4679.75,8.58,1,9
214205,9,44,30,4800,8.8,1,1.9
214205,9,44,52,12803.91,23.51,1,230.9
214205,9,44,30,6871.31,12.6,1,7.2
214205,9,44,25,4905,9,1,4.9
214205,9,44,28,10168.67,18.67,1,32.5
214205,9,44,30,5642.2,10.36,1,38.3
214205,9,44,24,5622,10.32,1,21.9
214205,9,44,27,5008.55,9.19,1,9.2
214205,9,44,24,4897.5,8.99,1,11.5
214205,9,44,28,5129.81,9.41,1,4.5
214205,9,44,35,4800,8.8,1,1.5
214205,9,20,62,3225,5.92,1,25.9
214205,9,44,35,8029.63,14.74,1,51.3
214205,9,44,35,14387.31,26.39,1,5.1
214205,9,44,31,5150.25,9.45,1,1.2
214205,9,40,46,4999.99,9.17,1,10.9
214205,9,44,26,4995.83,9.16,1,8.9
214205,9,44,27,4754.09,8.73,1,28.9
214205,9,44,57,5363.13,9.84,1,37.9
214205,9,30,27,3192,5.85,1,2.9
214205,9,44,30,5719.44,10.5,1,58.5
214205,9,44,69,5071.52,9.31,1,212.8
214205,9,44,67,4936.5,9.06,1,350.9
214205,9,40,31,4900.9,8.99,1,10.9
214205,9,44,56,5074.22,9.32,1,226.9
214205,9,40,31,4914.83,9.03,1,30.7
214205,9,44,62,4723.75,8.67,1,18.9
214205,9,44,57,4905,9,1,4.9
214205,9,44,51,5041.25,9.26,1,28.6
214205,9,44,58,4822.5,8.86,1,31.9
214205,9,33,56,4803.33,8.82,1,22.7
214205,9,33,57,4723.75,8.67,1,22.9
214205,9,33,60,4723.75,8.67,1,21.9
214205,9,44,58,4723.75,8.67,1,16.3
214205,9,44,47,4905,9,1,1.9
214205,9,33,49,4860,8.92,1,23.2
214205,9,44,29,4905,9,1,7.6
214205,9,44,43,4905,9,1,2.9
214205,9,44,30,4905,9,1,4.2
214205,9,33,36,4723.75,8.67,1,22.9
214205,9,44,26,4905,9,1,2.9
214205,9,44,58,3505.72,6.43,1,93.9
214205,9,20,39,2358.38,4.33,1,60.8
214205,9,36,27,3780,6.93,1,2.9
214205,9,5,28,1609,2.95,1,8.8
214205,9,20,28,2232.63,4.09,1,6.5
214205,9,22,33,2249.39,4.12,1,54.5
214205,9,36,29,4199.98,7.71,1,61.4
214205,9,44,26,4521.56,8.3,1,20.8
214205,9,44,24,3043.46,5.58,1,20.6
214205,9,22,35,3523.59,6.46,1,36.9
214205,9,44,43,4104.27,7.52,1,9.9
214205,9,44,39,6668.52,12.25,1,166.9
214205,9,44,53,4317.08,7.92,1,91.4
214205,9,44,37,3424,6.27,1,5.9
214205,9,40,33,5041.53,9.25,1,44.9
214205,9,33,33,3360,6.17,1,82.9
214205,9,44,28,3000,5.5,1,1.9
214205,9,44,50,5607.7,10.3,1,159.9
214205,9,44,28,1072.6,1.96,1,47.9
214205,9,44,51,4992.3,9.24,1,148.6
214205,9,44,44,5594.4,10.27,1,29.2
214205,9,44,51,5446.35,9.99,1,148.6
214205,9,40,51,2020.25,3.7,1,13.9
214205,9,44,29,1915.6,3.51,1,162.9
214205,9,44,35,5103.4,9.37,1,147.9
214205,9,36,36,3640.1,6.68,1,57.5
214205,9,36,32,3633.45,6.67,1,93.5
214205,9,24,34,3268.75,6,1,17.9
214205,9,24,43,3270,6,1,0.8
214205,9,44,34,4790.07,8.79,1,84.9
214205,9,44,32,4634.66,8.5,1,17.6
214205,9,44,35,4785.99,8.79,1,50.9
214205,9,44,40,5160.96,9.48,1,26.2
214205,9,44,39,4800.51,8.81,1,32.9
214205,9,44,37,4634.66,8.5,1,18.3
214205,9,44,32,4752,8.71,1,6.3
214205,9,26,54,2724,5,1,11.8
214205,9,44,34,4713.96,8.65,1,20.3
214205,9,44,30,3639.26,6.68,1,34.2
214205,9,44,47,5686,10.42,1,9.9
214205,9,22,41,4410.51,8.1,1,167.8
214205,9,44,63,3271.03,6,1,76.9
214205,9,44,40,7502.7,13.77,1,61.8
214205,9,44,30,4738.99,8.7,1,37.9
214205,9,44,33,5478.83,10.05,1,123.9
214205,9,30,25,2000,3.66,1,4.2
214205,9,44,34,4903.71,9,1,103.9
